company,stock_name,fye,qtr,qrd,date_announced,cipr,pipr,ccpr,pcpr,cippl,pippl,ccppl,pcppl,cipplt,pipplt,ccpplt,pcpplt,ref
UTUSAN MELAYU (MALAYSIA) BERHAD,"UTUSAN  
 ",31/12/2011,3,30/9/2011,30 Nov 2011  ,92136,90381,266756,246611,"14,817","1,736","4,964","-10,682","15,032","1,630","7,470","-9,487",602260
HARBOUR-LINK GROUP BERHAD,"HARBOUR  
 ",30/6/2012,1,30/9/2011,29 Nov 2011  ,105115,81545,105115,81545,"9,996","7,968","9,996","7,968","7,346","4,444","7,346","4,444",602261
ENG KAH CORPORATION BERHAD,"ENGKAH  
 ",31/12/2011,3,30/9/2011,29 Nov 2011  ,22122,26501,70539,69621,"3,951","4,818","13,508","11,726","2,965","3,509","10,757","8,982",602264
SERSOL TECHNOLOGIES BERHAD,"SERSOL  
 ",31/12/2011,3,30/9/2011,29 Nov 2011  ,8184,7060,24491,18074,"-1,208",-174,"-1,364","-1,272","-1,308",-219,"-1,556","-1,317",602265
SAPURA INDUSTRIAL BERHAD,"SAPIND  
 ",31/1/2012,3,31/10/2011,30 Nov 2011  ,67742,67599,210498,219993,"6,783","3,339","22,425","17,104","5,083","2,529","17,527","13,637",602267
GPA HOLDINGS BERHAD,"GPA  
 ",31/3/2012,2,30/9/2011,29 Nov 2011  ,36429,42479,74416,82920,"-1,387",516,"-2,513",110,"-1,193",355,"-2,101",51,602272
LBS BINA GROUP BERHAD,"LBS  
 ",31/12/2011,3,30/9/2011,30 Nov 2011  ,125014,79713,302060,190429,"16,273","4,931","45,745","2,067","7,929","5,489","30,005","6,766",602281
PAHANCO CORPORATION BERHAD,"PAHANCO  
 ",31/12/2011,3,30/9/2011,29 Nov 2011  ,1053,1420,3673,5749,"-1,719","-1,470","-4,696","-3,562","-1,719","-1,470","-4,696","-3,562",602283
DAMANSARA REALTY BHD,"DBHD  
 ",31/12/2011,3,30/9/2011,25 Nov 2011  ,3681,25180,6927,29078,"-1,703","1,122","-2,573","1,329","-1,834","1,041","-2,855","1,149",602285
HAP SENG CONSOLIDATED BERHAD,"HAPSENG  
 ",31/12/2011,3,30/9/2011,25 Nov 2011  ,943875,726832,2653743,1978529,"153,936","89,499","470,053","332,942","121,589","69,153","356,632","278,159",602289
SINO HUA-AN INTERNATIONAL BERHAD,"HUAAN  
 ",31/12/2011,3,30/9/2011,25 Nov 2011  ,381021,325186,1123229,1041284,"1,456","1,025","5,219","3,387","1,456","1,025","5,219","3,387",602296
WING TAI MALAYSIA BERHAD,"WINGTM  
 ",30/6/2012,1,30/9/2011,29 Nov 2011  ,81909,86418,81909,86418,"19,497","18,411","19,497","18,411","14,366","13,961","14,366","13,961",602297
JHM CONSOLIDATION BERHAD,"JHM  
 ",31/12/2011,3,30/9/2011,29 Nov 2011  ,15107,12999,50157,35996,736,881,"2,597","1,708",736,678,"2,597","1,354",602301
TSR CAPITAL BERHAD,"TSRCAP  
 ",31/12/2011,3,30/9/2011,30 Nov 2011  ,29482,55119,83515,124219,"-11,806",495,"-10,931","1,452","-11,306",138,"-11,006",737,602303
EKSONS CORPORATION BERHAD,"EKSONS  
 ",31/3/2012,2,30/9/2011,29 Nov 2011  ,51674,93019,170633,163176,"3,323","5,953","26,034","14,489","4,031","10,225","23,936","18,944",602319
ALIRAN IHSAN RESOURCES BERHAD,"AIRB  
 ",31/12/2011,3,30/9/2011,29 Nov 2011  ,21165,18366,58107,54421,"16,355","14,221","45,864","38,832","13,849","11,161","38,552","31,832",602329
FRONTKEN CORPORATION BERHAD,"FRONTKN  
 ",31/12/2011,3,30/9/2011,29 Nov 2011  ,45607,33308,146397,104561,"1,031","1,994","6,310","10,842",657,"1,954","5,198","9,352",602330
IRE-TEX CORPORATION BERHAD,"IRETEX  
 ",31/12/2011,3,30/9/2011,29 Nov 2011  ,34231,25507,95458,73141,960,680,"1,986","2,867",877,537,"1,350","2,399",602336
HALEX HOLDINGS BERHAD,"HALEX  
 ",30/9/2011,4,30/9/2011,29 Nov 2011  ,25844,23887,101291,89661,886,995,"5,806","4,782",689,627,"4,306","3,416",602337
HEXAGON HOLDINGS BHD,"HEXAGON  
 ",31/3/2012,2,30/9/2011,29 Nov 2011  ,71710,84699,142431,163488,"-7,514","2,099","-9,435","3,037","-7,064","2,110","-9,519","2,714",602339
ORIENTAL FOOD INDUSTRIES HOLDINGS BERHAD,"OFI  
 ",31/3/2012,2,30/9/2011,29 Nov 2011  ,43241,35550,88487,70779,"3,696","3,044","8,455","6,812","3,167","2,538","6,726","5,553",602341
QSR BRANDS BHD,"QSR  
 ",31/12/2011,3,30/9/2011,25 Nov 2011  ,821491,746496,2426799,2204427,"58,486","65,064","187,926","189,186","39,824","44,826","128,764","130,086",602357
MASTER-PACK GROUP BERHAD,"MASTER  
 ",31/12/2011,3,30/9/2011,25 Nov 2011  ,17942,15927,51442,44897,"1,620","1,493","4,704","4,605","1,017","1,171","3,561","3,541",602364
POLY GLASS FIBRE (M) BERHAD,"POLY  
 ",29/2/2012,3,30/11/2011,18 Jan 2012  ,8347,8417,24129,25927,"3,075",299,"6,717","5,858","3,401",242,"6,636","5,003",602365
ECM LIBRA FINANCIAL GROUP BERHAD,"ECM  
 ",31/1/2012,3,31/10/2011,14 Dec 2011  ,45653,43291,138106,111148,"10,823","9,456","49,573","26,334","1,715","7,061","30,656","19,369",602368
BRIGHT PACKAGING INDUSTRY BERHAD,"BRIGHT  
 ",31/8/2012,1,30/11/2011,20 Jan 2012  ,13744,8939,13744,8939,852,562,852,562,663,447,663,447,602372
PAVILION REAL ESTATE INVESTMENT TRUST,"PAVREIT  
 ",31/12/2011,4,31/12/2011,8 Feb 2012  ,22539,0,22539,0,"12,376",0,"12,376",0,"12,376",0,"12,376",0,602381
1 UTOPIA BERHAD,"UTOPIA  
 ",30/11/2011,4,30/11/2011,19 Jan 2012  ,129265,85828,456135,138930,"1,058",694,"3,490","1,356",116,591,"1,749",948,602393
FIBON BERHAD,"FIBON  
 ",31/5/2012,2,30/11/2011,31 Jan 2012  ,5491,3006,9127,7073,"1,668","1,433","3,069","3,577","1,291","1,095","2,225","2,604",602395
TAS OFFSHORE BERHAD,"TAS  
 ",31/5/2012,2,30/11/2011,12 Jan 2012  ,31578,24723,49251,47381,"3,175",183,"4,741","1,643","2,227",-184,"3,503",905,602417
RAMUNIA HOLDINGS BERHAD,"RAMUNIA  
 ",31/10/2011,4,31/10/2011,13 Dec 2011  ,15674,992,18955,34865,112,"30,365","4,714","64,359",112,"30,365","4,662","65,786",602418
SYCAL VENTURES BERHAD,"SYCAL  
 ",31/12/2011,3,30/9/2011,30 Nov 2011  ,25800,43880,71209,75014,"3,980","4,251","8,019",-520,"3,154","3,476","6,302",-723,602423
SCOMI ENGINEERING BHD,"SCOMIEN  
 ",31/12/2011,3,30/9/2011,30 Nov 2011  ,76518,77208,244493,293558,"-11,396","4,178","-10,143","17,062","-7,480","1,345","-9,107","12,093",602435
GEORGE KENT (MALAYSIA) BERHAD,"GKENT  
 ",31/1/2012,3,31/10/2011,8 Dec 2011  ,31236,45722,103321,117113,"4,919","10,652","17,076","21,286","3,586","8,208","12,304","16,050",602437
HONG LEONG FINANCIAL GROUP BERHAD,"HLFG  
 ",30/6/2012,1,30/9/2011,30 Nov 2011  ,919670,772567,919670,772567,"513,679","507,316","513,679","507,316","393,182","412,473","393,182","412,473",602438
POH HUAT RESOURCES HOLDINGS BERHAD,"POHUAT  
 ",31/10/2011,4,31/10/2011,29 Dec 2011  ,95603,107204,359278,355661,-513,"2,419","3,765","12,598","1,424","1,779","5,646","10,779",602444
TSM GLOBAL BERHAD,"TSM  
 ",31/1/2012,3,31/10/2011,22 Dec 2011  ,95967,105189,272463,288924,"14,170","17,143","34,795","52,596","-16,825","12,878","-5,328","38,365",602446
ARIANTEC GLOBAL BERHAD,"AGLOBAL  
 ",31/12/2011,2,30/6/2011,26 Aug 2011  ,5684,10115,13397,18710,-217,"1,225",-94,"-2,213",-229,"1,257",-189,"2,053",602456
NCB HOLDINGS BERHAD,"NCB  
 ",31/12/2011,3,30/9/2011,24 Oct 2011  ,240373,221723,689522,658826,"55,644","54,327","128,078","149,781","40,587","40,117","95,519","116,620",602462
BINA DARULAMAN BERHAD,"BDB  
 ",31/12/2011,3,30/9/2011,24 Oct 2011  ,70360,37065,142513,119742,"8,255","2,766","16,701","10,139","5,840","2,109","12,204","7,228",602466
ANCOM LOGISTICS BERHAD,"ANCOMLB  
 ",31/5/2012,1,31/8/2011,25 Oct 2011  ,15844,15205,15844,15205,"1,798","1,444","1,798","1,444","1,287","2,206","1,287","2,206",602474
POH KONG HOLDINGS BERHAD,"POHKONG  
 ",31/7/2011,4,31/7/2011,30 Sept 2011  ,183115,131906,692495,561244,"15,352","9,609","57,486","44,799","12,180","7,789","41,638","32,517",602479
CEPATWAWASAN GROUP BERHAD,"CEPAT  
 ",31/12/2011,3,30/9/2011,25 Oct 2011  ,79024,55980,218857,154851,"18,365","12,048","48,630","23,414","13,659","9,016","36,625","17,349",602482
UDS CAPITAL BERHAD,"UDSCAP  
 ",31/8/2011,4,31/8/2011,31 Oct 2011  ,23437,33268,89086,144917,-234,"-1,362",904,"-3,132",-465,"-1,362",673,"-3,132",602483
JAKS RESOURCES BERHAD,"JAKS  
 ",31/10/2011,3,31/7/2011,27 Sept 2011  ,83415,63391,233448,171518,"1,867","1,270","4,862","1,909",652,759,"1,993","1,074",602492
MULTI-CODE ELECTRONICS INDUSTRIES (M) BHD,"MULTICO  
 ",31/7/2011,4,31/7/2011,30 Sept 2011  ,28584,30271,101635,103684,"3,579","4,519","11,737","12,661","2,741","3,445","8,572","9,384",602523
GUINNESS ANCHOR BERHAD,"GAB  
 ",30/6/2012,1,30/9/2011,2 Nov 2011  ,444623,366631,444623,366631,"73,607","51,638","73,607","51,638","55,208","38,695","55,208","38,695",602524
MAGNI-TECH INDUSTRIES BERHAD,"MAGNI  
 ",30/4/2012,1,31/7/2011,26 Sept 2011  ,141714,116287,141714,116287,"9,865","6,876","9,865","6,876","7,404","5,154","7,404","5,154",602525
TAKASO RESOURCES BERHAD,"TAKASO  
 ",31/7/2011,4,31/7/2011,30 Sept 2011  ,3651,4742,16844,19045,"-1,633",-648,"-2,163","-1,278","-1,633",-648,"-2,163","-1,278",602527
PERUSAHAAN SADUR TIMAH MALAYSIA (PERSTIMA) BHD,"PERSTIM  
 ",31/3/2012,2,30/9/2011,2 Nov 2011  ,203497,216732,417509,418965,"9,898","26,354","27,822","56,686","7,814","21,156","22,551","45,410",602528
LINGUI DEVELOPMENTS BERHAD,"LINGUI  
 ",30/6/2012,1,30/9/2011,3 Nov 2011  ,435012,365055,435012,365055,"-30,003","45,000","-30,003","45,000","-28,066","39,008","-28,066","39,008",602539
CSC STEEL HOLDINGS BERHAD,"CSCSTEL  
 ",31/12/2011,3,30/9/2011,4 Nov 2011  ,320610,192670,929298,776011,"-1,978","2,388","38,215","83,586","1,223","-1,586","31,613","60,620",602547
MINTYE INDUSTRIES BHD,"MINTYE  
 ",31/1/2012,2,31/7/2011,29 Sept 2011  ,15491,13196,28321,25611,"3,051","2,148","4,755","4,041","2,159","1,573","3,393","2,891",602552
TASEK CORPORATION BERHAD,"TASEK  
 ",31/12/2011,3,30/9/2011,28 Oct 2011  ,132994,143780,398949,413088,"27,545","40,591","87,687","96,383","22,107","32,948","69,719","76,184",602561
S P SETIA BERHAD,"SPSETIA  
 ",31/10/2011,3,31/7/2011,22 Sept 2011  ,583469,414902,1599107,1187872,"115,816","106,241","321,549","229,597","90,531","87,250","244,790","176,649",602562
MELATI EHSAN HOLDINGS BERHAD,"MELATI  
 ",31/8/2011,4,31/8/2011,28 Oct 2011  ,34169,54415,86550,141586,843,"2,368","8,151","7,694",697,"1,656","6,100","5,470",602565
SUBUR TIASA HOLDINGS BERHAD,"SUBUR  
 ",31/7/2011,4,31/7/2011,22 Sept 2011  ,141645,169056,627867,679853,"16,660","15,512","48,139","46,332","10,060","6,165","33,898","30,001",602566
SYF RESOURCES BERHAD,"SYF  
 ",31/7/2011,4,31/7/2011,30 Sept 2011  ,42653,46130,156128,172421,"-1,025",751,"-2,951","-8,188",-340,863,"-2,229","-7,894",602571
KIM LOONG RESOURCES BERHAD,"KMLOONG  
 ",31/1/2012,2,31/7/2011,30 Sept 2011  ,227528,139022,402678,266022,"53,887","19,099","89,043","39,992","41,150","14,491","67,704","30,054",602574
INIX TECHNOLOGIES HOLDINGS BERHAD,"INIX  
 ",31/7/2011,4,31/7/2011,30 Sept 2011  ,1215,1899,4424,3318,296,-104,67,287,296,-104,67,287,602578
PUC FOUNDER (MSC) BERHAD,"PUC  
 ",31/12/2011,3,30/9/2011,18 Nov 2011  ,4174,4744,11825,12063,451,458,"1,439",650,338,343,"1,079",488,602582
SCOPE INDUSTRIES BERHAD,"SCOPE  
 ",30/6/2012,1,30/9/2011,17 Nov 2011  ,6368,8652,6368,8652,"1,148","2,712","1,148","2,712","1,145","2,711","1,145","2,711",602596
LEBTECH BERHAD,"LEBTECH  
 ",31/12/2011,3,30/9/2011,21 Nov 2011  ,13853,21608,59536,79843,488,-712,"1,923","2,996",340,"-1,107","1,298","1,280",602603
RIMBUNAN SAWIT BERHAD,"RSAWIT  
 ",31/12/2011,3,30/9/2011,21 Nov 2011  ,98613,58738,267205,145249,"23,453","15,493","78,940","29,655","18,021","11,751","60,417","22,213",602607
FITTERS DIVERSIFIED BERHAD,"FITTERS  
 ",31/12/2011,3,30/9/2011,21 Nov 2011  ,119275,45891,338722,115884,"6,062","3,824","21,474","10,168","4,031","2,709","15,075","7,517",602612
MMS VENTURES BERHAD,"MMSV  
 ",31/12/2011,3,30/9/2011,18 Nov 2011  ,3958,6688,14489,18172,-258,-236,55,522,-258,-236,55,517,602620
GLOBAL CARRIERS BERHAD,"GLOBALC  
 ",31/12/2011,3,30/9/2011,16 Nov 2011  ,21538,17707,48272,42332,"-2,432","-1,885","1,716","-13,992","-2,432","-1,885","1,716","-13,992",602621
IOI CORPORATION BERHAD,"IOICORP  
 ",30/6/2012,1,30/9/2011,18 Nov 2011  ,4147619,3519260,4147619,3519260,"424,102","661,746","424,102","661,746","272,800","512,589","272,800","512,589",602627
DOLOMITE CORPORATION BERHAD,"DOLMITE  
 ",31/12/2011,3,30/9/2011,22 Nov 2011  ,8607,11546,25565,35901,-361,"-3,016","-2,325","-10,644",239,"-1,960","-1,582","-7,854",602643
APEX HEALTHCARE BERHAD,"AHEALTH  
 ",31/12/2011,3,30/9/2011,15 Nov 2011  ,91867,81613,273672,236264,"6,125","9,092","26,518","25,767","4,623","7,682","20,459","20,649",602655
GRAND HOOVER BERHAD,"HOOVER  
 ",30/6/2012,1,30/9/2011,22 Nov 2011  ,11131,8045,11131,8045,811,427,811,427,570,202,570,202,602657
DUTCH LADY MILK INDUSTRIES BERHAD,"DLADY  
 ",31/12/2011,3,30/9/2011,15 Nov 2011  ,201708,183619,599243,539857,"31,994","20,332","103,976","74,161","23,600","13,322","79,711","53,052",602663
GRAND-FLO SOLUTION BERHAD,"GRANFLO  
 ",31/12/2011,3,30/9/2011,22 Nov 2011  ,19342,17812,54745,49191,"3,032","2,694","7,814","6,952","2,856","2,489","7,110","6,252",602669
INDUSTRONICS BERHAD,"ITRONIC  
 ",31/12/2011,3,30/9/2011,22 Nov 2011  ,11304,16382,32863,36378,224,"-1,266",-292,"-4,446",48,"-1,213",-775,"-4,491",602670
BOUSTEAD HEAVY INDUSTRIES CORPORATION BHD,"BHIC  
 ",31/12/2011,3,30/9/2011,15 Nov 2011  ,150015,227709,387466,420592,"-5,264","37,021","16,089","75,077","1,200","30,331","20,974","62,002",602671
KUCHAI DEVELOPMENT BERHAD,"KUCHAI  
 ",30/6/2012,1,30/9/2011,24 Nov 2011  ,969,920,969,920,"-26,122","-9,998","-26,122","-9,998","-26,144","-10,018","-26,144","-10,018",602705
SUNGEI BAGAN RUBBER COMPANY (MALAYA) BERHAD,"SBAGAN  
 ",30/6/2012,1,30/9/2011,24 Nov 2011  ,3412,2354,3412,2354,-643,"7,025",-643,"7,025","-1,061","6,809","-1,061","6,809",602710
MNRB HOLDINGS BERHAD,"MNRB  
 ",31/3/2012,2,30/9/2011,24 Nov 2011  ,362653,338974,761546,725661,-337,"27,941","51,450","63,576","-5,937","21,263","37,027","47,402",602711
B.I.G. INDUSTRIES BERHAD,"BIG  
 ",31/12/2011,3,30/9/2011,24 Nov 2011  ,20401,19968,61084,55944,400,"1,467","-3,506",28,317,"1,447","-5,460",-142,602712
IJM LAND BERHAD,"IJMLAND  
 ",31/3/2012,2,30/9/2011,25 Nov 2011  ,294724,212950,547075,577906,"57,290","41,303","114,219","122,152","43,786","31,110","85,210","90,510",602713
CENTURY BOND BHD,"CENBOND  
 ",31/3/2012,2,30/9/2011,25 Nov 2011  ,44978,38953,90645,81586,"4,860","4,367","10,727","9,025","3,400","4,331","8,031","7,648",602717
TIME DOTCOM BERHAD,"TIMECOM  
 ",31/12/2011,3,30/9/2011,25 Nov 2011  ,76979,87346,230688,235563,"41,944","20,949","93,424","62,699","40,704","20,949","92,184","62,699",602721
FORMIS RESOURCES BERHAD,"FRB  
 ",31/3/2012,2,30/9/2011,25 Nov 2011  ,86479,78641,146284,144025,-900,"-2,579","2,384","3,187","-2,134","-3,427","-1,128","1,779",602725
KARYON INDUSTRIES BERHAD,"KARYON  
 ",31/12/2011,3,30/9/2011,25 Nov 2011  ,27971,22678,83890,68634,"2,491","2,651","6,385","6,206","2,160","2,155","4,998","4,954",602736
R&A TELECOMMUNICATION GROUP BERHAD,"RA  
 ",31/12/2011,3,30/9/2011,23 Nov 2011  ,16611,793,16929,1799,"4,779",330,"4,454",369,"3,530",330,"3,205",369,602742
MANULIFE HOLDINGS BERHAD,"MANULFE  
 ",31/12/2011,3,30/9/2011,24 Nov 2011  ,159138,153826,455231,432723,"20,403","16,309","65,341","57,539","16,587","12,891","52,369","45,662",602743
KEY ASIC BERHAD,"KEYASIC  
 ",31/12/2011,3,30/9/2011,24 Nov 2011  ,4884,5690,14363,19053,"-9,762","-16,910","-19,087","-26,213","-9,774","-16,922","-19,159","-26,313",602747
METAL RECLAMATION BHD,"METALR  
 ",30/6/2012,1,30/9/2011,24 Nov 2011  ,41980,41350,41980,41350,"-3,176",774,"-3,176",774,"-3,174",774,"-3,174",774,602761
IGB CORPORATION BERHAD,"IGB  
 ",31/12/2011,3,30/9/2011,23 Nov 2011  ,186060,178571,547100,504381,"90,574","68,364","235,173","189,976","66,060","48,680","167,742","141,836",602768
MQ TECHNOLOGY BERHAD,"MQTECH  
 ",31/12/2011,3,30/9/2011,23 Nov 2011  ,7035,9151,18496,32786,-468,"1,324","-2,998","2,258",-468,"1,265","-2,998","2,188",602772
SELANGOR DREDGING BERHAD,"SDRED  
 ",31/3/2012,2,30/9/2011,23 Nov 2011  ,91190,83741,190085,146218,"13,632","9,596","28,780","18,228","9,888","7,115","19,993","12,809",602778
PJBUMI BERHAD,"PJBUMI  
 ",31/12/2011,3,30/9/2011,23 Nov 2011  ,5715,7713,17637,22331,188,"1,687",-466,"2,666",157,"1,505",-497,"2,220",602780
MALAYSIAN BULK CARRIERS BERHAD,"MAYBULK  
 ",31/12/2011,3,30/9/2011,23 Nov 2011  ,44379,109027,198946,319525,"1,060","88,069","77,560","174,914",921,"88,122","76,567","173,961",602784
MALPAC HOLDINGS BERHAD,"MALPAC  
 ",31/12/2011,3,30/9/2011,23 Nov 2011  ,0,2994,8115,8891,"-4,275","3,688","2,131","8,093","-4,355","3,363",338,"6,807",602788
KNM GROUP BERHAD,"KNM  
 ",31/12/2011,3,30/9/2011,22 Nov 2011  ,445185,418359,1402485,1174870,"-144,941","41,032","-136,867","49,602","-115,999","60,571","-87,035","114,615",602805
MAGNA PRIMA BERHAD,"MAGNA  
 ",31/12/2011,3,30/9/2011,22 Nov 2011  ,64260,34492,118441,83358,"1,505","-5,045","10,198","-2,659",234,"-5,949","6,447","-4,845",602806
ORIENTAL INTEREST BERHAD,"OIB  
 ",30/6/2012,1,30/9/2011,25 Nov 2011  ,16472,21423,16472,21423,"4,062","2,192","4,062","2,192","3,067","1,173","3,067","1,173",602825
SMR TECHNOLOGIES BERHAD,"SMRTECH  
 ",31/12/2011,3,30/9/2011,29 Nov 2011  ,10713,2754,30148,6115,"2,321",49,"5,452","-1,466","2,266",36,"5,374","-1,505",602840
AIKBEE RESOURCES BERHAD,"AIKBEE  
 ",31/12/2011,3,30/9/2011,29 Nov 2011  ,19897,17097,59807,44346,-147,-295,-504,"-1,309",-316,-422,-805,"-1,458",602843
JCY INTERNATIONAL BERHAD,"JCY  
 ",30/9/2011,4,30/9/2011,29 Nov 2011  ,439917,474708,1671420,2033386,"26,439","-19,347","14,723","180,619","26,439","-25,181","14,553","173,763",602847
MYETF DOW JONES ISLAMIC MARKET MALAYSIA TITANS 25,"MYETFDJ  
 ",31/12/2011,3,30/9/2011,29 Nov 2011  ,0,53487,0,62023,"-55,824","52,180","-16,024","57,668","-56,033","51,544","-16,586","56,492",602852
EDEN INC. BERHAD,"EDEN  
 ",31/12/2011,3,30/9/2011,30 Nov 2011  ,37022,54168,134930,153768,-973,182,"-1,941","2,316","-1,453",-639,"-3,441",-221,602857
PANASONIC MANUFACTURING MALAYSIA BERHAD,"PANAMY  
 ",31/3/2012,2,30/9/2011,25 Nov 2011  ,222849,202161,444664,407702,"23,799","28,213","48,059","52,797","20,321","21,997","39,136","41,289",602860
BTM RESOURCES BERHAD,"BTM  
 ",31/12/2011,3,30/9/2011,30 Nov 2011  ,4247,3862,10417,9448,-700,-949,"-1,384","-3,336",-702,-949,"-1,392","-3,336",602863
TECNIC GROUP BERHAD,"TECNIC  
 ",31/12/2011,3,30/9/2011,30 Nov 2011  ,53599,45326,162245,125829,"7,759","5,115","19,769","12,810","6,699","4,548","17,781","12,177",602870
PDZ HOLDINGS BHD,"PDZ  
 ",30/6/2012,1,30/9/2011,29 Nov 2011  ,57218,46182,57218,46182,"4,053","1,549","4,053","1,549","3,659","1,328","3,659","1,328",602872
KSL HOLDINGS BERHAD,"KSL  
 ",31/12/2011,3,30/9/2011,29 Nov 2011  ,80961,40402,203258,140846,"41,136","19,570","91,729","66,118","30,017","15,573","71,956","48,554",602900
RHB CAPITAL BERHAD,"RHBCAP  
 ",31/12/2011,3,30/9/2011,29 Nov 2011  ,1761163,1606084,5185537,4441426,"492,118","453,216","1,531,865","1,375,396","376,727","354,572","1,154,959","1,047,773",602909
SOUTHERN ACIDS (M) BERHAD,"SAB  
 ",31/3/2012,2,30/9/2011,29 Nov 2011  ,148972,128599,281406,257830,"12,508","14,940","16,857","26,638","9,469","11,509","12,590","19,523",602913
MULTI-USAGE HOLDINGS BERHAD,"MUH  
 ",31/12/2011,3,30/9/2011,29 Nov 2011  ,4238,2554,10759,8684,345,320,"2,134","9,848",272,250,"1,831","9,719",602917
GOLDIS BERHAD,"GOLDIS  
 ",31/1/2012,3,31/10/2011,13 Dec 2011  ,75816,50642,203041,133594,"237,640","6,503","261,368","15,420","237,015","11,925","269,550","28,711",602943
COUNTRY VIEW BERHAD,"CVIEW  
 ",30/11/2011,4,30/11/2011,18 Jan 2012  ,41401,5039,96297,23258,"6,304","-2,490","11,483","-8,545","4,720","-1,720","7,428","-8,195",602944
NYLEX (MALAYSIA) BERHAD,"NYLEX  
 ",31/5/2012,2,30/11/2011,20 Jan 2012  ,380668,254428,709011,539361,"5,745","6,154","13,563","3,716","4,141","4,924","9,651","2,470",602951
MALAYSIAN PACIFIC INDUSTRIES BERHAD,"MPI  
 ",30/6/2012,2,31/12/2011,30 Jan 2012  ,279226,367598,594839,738048,"-16,405","34,844","-26,340","69,634","-17,525","31,996","-29,053","63,154",602952
JCY INTERNATIONAL BERHAD,"JCY  
 ",30/9/2012,1,31/12/2011,8 Feb 2012  ,559034,438904,559034,438904,"162,584","7,555","162,584","7,555","162,452","7,512","162,452","7,512",602957
ANCOM BERHAD,"ANCOM  
 ",31/5/2012,2,30/11/2011,20 Jan 2012  ,439801,312815,826682,667026,"3,623",-564,"10,693","-8,469",288,"-3,452","3,004","-13,152",602962
BURSA MALAYSIA BERHAD,"BURSA  
 ",31/12/2011,4,31/12/2011,9 Feb 2012  ,95669,101909,420142,361049,"44,309","46,805","206,113","163,754","32,902","29,798","151,334","115,641",602964
PUBLIC BANK BERHAD,"PBBANK  
 ",31/12/2011,4,31/12/2011,30 Jan 2012  ,3321633,2971194,12756360,11035597,"1,163,267","1,130,264","4,610,633","4,086,197","886,054","860,095","3,524,024","3,099,077",602969
CYPARK RESOURCES BERHAD,"CYPARK  
 ",31/10/2011,4,31/10/2011,30 Dec 2011  ,42407,36953,161213,177553,"6,402","8,551","30,235","29,666","4,115","5,246","21,984","20,289",602988
ATRIUM REAL ESTATE INVESTMENT TRUST,"ATRIUM  
 ",31/12/2011,4,31/12/2011,17 Jan 2012  ,3573,3513,14134,14170,"9,259","4,024","17,099","11,912","9,259","4,024","17,099","11,912",602990
ATLAN HOLDINGS BERHAD,"ATLAN  
 ",29/2/2012,3,30/11/2011,12 Jan 2012  ,177573,187627,527392,539152,"17,591","19,784","143,594","78,938","12,152","13,736","119,084","64,108",602995
SUBUR TIASA HOLDINGS BERHAD,"SUBUR  
 ",31/7/2012,1,31/10/2011,21 Dec 2011  ,151217,158263,151217,158263,"14,406","13,668","14,406","13,668","10,801","10,004","10,801","10,004",602999
EASTERN & ORIENTAL BERHAD,"E&O  
 ",31/3/2012,2,30/9/2011,30 Nov 2011  ,82599,65814,158482,112124,"18,202","5,150","88,892","22,711","14,419","5,821","67,032","17,943",603000
BERJAYA CORPORATION BERHAD,"BJCORP  
 ",30/4/2012,2,31/10/2011,29 Dec 2011  ,1698163,1719909,3485920,3464476,"167,570","186,747","557,967","424,530","83,419","137,427","426,496","324,817",603010
S P SETIA BERHAD,"SPSETIA  
 ",31/10/2011,4,31/10/2011,8 Dec 2011  ,633366,557998,2232473,1745870,"109,045","101,370","430,594","330,967","77,641","75,156","322,431","251,805",603012
TRINITY CORPORATION BERHAD,"TRINITY  
 ",31/1/2012,3,31/10/2011,29 Dec 2011  ,37013,50680,434784,125295,"-28,329","-76,209","-52,676","-74,230","-28,016","-83,338","-53,176","-81,363",603017
